iter	MultiClass
1664	1.016194953
1665	1.016189249
1666	1.01614898
1667	1.016112178
1668	1.016030783
1669	1.015997099
1670	1.015967213
1671	1.015934771
1672	1.015885623
1673	1.015867962
1674	1.015829563
1675	1.015704034
1676	1.015684326
1677	1.015663088
1678	1.015662955
1679	1.015656167
1680	1.015649459
1681	1.015628838
1682	1.015622471
1683	1.015606856
1684	1.015591583
1685	1.015570152
1686	1.015534778
1687	1.015503408
1688	1.01547384
1689	1.015403286
1690	1.015353132
1691	1.015330299
1692	1.015243488
1693	1.015213843
1694	1.015168914
1695	1.015106295
1696	1.015069625
1697	1.015020411
1698	1.014951243
1699	1.014944264
1700	1.014873394
1701	1.014856319
1702	1.01483872
1703	1.014767997
1704	1.014750266
1705	1.014737294
1706	1.014717544
1707	1.014676568
1708	1.014628334
1709	1.014613932
1710	1.014603045
1711	1.01459267
1712	1.014586052
1713	1.014542747
1714	1.014504556
1715	1.01446444
1716	1.01440919
1717	1.014362344
1718	1.01433629
1719	1.014331483
1720	1.014291454
1721	1.014265066
1722	1.014174682
1723	1.014170314
1724	1.014132987
1725	1.014086398
1726	1.014073732
1727	1.013916383
1728	1.01389922
1729	1.013886892
1730	1.013848954
1731	1.01380508
1732	1.01377478
1733	1.013702621
1734	1.013650737
1735	1.013579408
1736	1.013536115
1737	1.013504625
1738	1.013471209
1739	1.013445976
1740	1.013394291
1741	1.013391468
1742	1.013369371
1743	1.013336894
1744	1.013316746
1745	1.013312502
1746	1.013301896
1747	1.013291692
1748	1.013234473
1749	1.013199834
1750	1.01318343
1751	1.013177946
1752	1.013174666
1753	1.013116329
1754	1.013087296
1755	1.013033568
1756	1.013017104
1757	1.012959649
1758	1.012889365
1759	1.012855545
1760	1.012830257
1761	1.012818153
1762	1.012771639
1763	1.012761443
1764	1.012747249
1765	1.012721735
1766	1.012711817
1767	1.012692923
1768	1.012647461
1769	1.012577594
1770	1.012568594
1771	1.012557116
1772	1.012510674
1773	1.012473148
1774	1.012433064
1775	1.012421471
1776	1.01241215
1777	1.012401039
1778	1.012349678
1779	1.012320255
1780	1.01222545
1781	1.012191869
1782	1.01218444
1783	1.012176471
1784	1.012159737
1785	1.01215824
1786	1.012128884
1787	1.012103874
1788	1.012087508
1789	1.012036829
1790	1.012014126
1791	1.011983327
1792	1.011951138
1793	1.011944652
1794	1.011908014
1795	1.011886116
1796	1.011840412
1797	1.011783604
1798	1.01174365
1799	1.011735189
1800	1.011730379
1801	1.011713167
1802	1.011674261
1803	1.011643884
1804	1.011621257
1805	1.011595337
1806	1.011576064
1807	1.011552771
1808	1.011542971
1809	1.011486099
1810	1.011452282
1811	1.011398829
1812	1.011382825
1813	1.011363333
1814	1.011348521
1815	1.011286009
1816	1.011247784
1817	1.011208539
1818	1.011150483
1819	1.011126367
1820	1.01108154
1821	1.011072383
1822	1.011062769
1823	1.011034605
1824	1.011025897
1825	1.010973051
1826	1.010952371
1827	1.010935027
1828	1.010930764
1829	1.010930613
1830	1.010891507
1831	1.010846162
1832	1.010801091
1833	1.01079218
1834	1.010726583
1835	1.010716454
1836	1.010707494
1837	1.010688655
1838	1.010659371
1839	1.010599182
1840	1.010590689
1841	1.010533048
1842	1.010470085
1843	1.010437075
1844	1.010427037
1845	1.010418006
1846	1.010350828
1847	1.010345525
1848	1.010295771
1849	1.010256397
1850	1.010249097
1851	1.010207543
1852	1.01017084
1853	1.010134316
1854	1.010123519
1855	1.010114873
1856	1.010077086
1857	1.010070739
1858	1.010015773
1859	1.009952894
1860	1.009893593
1861	1.009886769
1862	1.009874926
1863	1.009837455
1864	1.009764358
1865	1.009729692
1866	1.00970107
1867	1.009692392
1868	1.009681226
1869	1.009652015
1870	1.009621595
1871	1.009617453
1872	1.009582087
1873	1.009567551
1874	1.009546564
1875	1.009493911
1876	1.009456568
1877	1.009443021
1878	1.009429655
1879	1.009427845
1880	1.00939264
1881	1.009378016
1882	1.009366209
1883	1.0093584
1884	1.009340081
1885	1.009313758
1886	1.009300548
1887	1.009261817
1888	1.009256924
1889	1.009252952
1890	1.009213762
1891	1.009184364
1892	1.009140803
1893	1.009102535
1894	1.009087748
1895	1.009067498
1896	1.009044599
1897	1.009019242
1898	1.009010541
1899	1.009004494
1900	1.008986555
1901	1.008967055
1902	1.008948715
1903	1.00892449
1904	1.008900024
1905	1.008840193
1906	1.008814201
1907	1.008754471
1908	1.008734724
1909	1.008709826
1910	1.008684886
1911	1.008671574
1912	1.008640889
1913	1.008618986
1914	1.008600705
1915	1.008585579
1916	1.008526525
1917	1.00851762
1918	1.008495084
1919	1.008464052
1920	1.008399637
1921	1.008390711
1922	1.008379276
1923	1.008335858
1924	1.008297022
1925	1.00828381
1926	1.00825749
1927	1.008225907
1928	1.008200326
1929	1.008178486
1930	1.008126753
1931	1.008105066
1932	1.008056578
1933	1.008016514
1934	1.008002987
1935	1.007965638
1936	1.007858513
1937	1.007801282
1938	1.00778991
1939	1.007751232
1940	1.007688649
1941	1.007676998
1942	1.007653238
1943	1.007616623
1944	1.007539176
1945	1.0075013
1946	1.007450033
1947	1.007376323
1948	1.007352504
1949	1.007282382
1950	1.007233127
1951	1.00721477
1952	1.007185204
1953	1.007147886
1954	1.007137305
1955	1.007108995
1956	1.007037436
1957	1.006998675
1958	1.00696466
1959	1.006889629
1960	1.006861664
1961	1.006850872
1962	1.006830684
1963	1.006742154
1964	1.006734287
1965	1.006631534
1966	1.006605908
1967	1.006568986
1968	1.006544282
1969	1.006521124
1970	1.00644666
1971	1.006400727
1972	1.0063836
1973	1.006376771
1974	1.006372162
1975	1.006338431
1976	1.006333639
1977	1.006327594
1978	1.006221349
1979	1.006204618
1980	1.006198618
1981	1.006102147
1982	1.006058788
1983	1.006057138
1984	1.006030463
1985	1.005996865
1986	1.005970552
1987	1.005966155
1988	1.005924335
1989	1.005897196
1990	1.005881102
1991	1.005848229
1992	1.005837501
1993	1.005827196
1994	1.005805012
1995	1.005770885
1996	1.005763499
1997	1.005751587
1998	1.005718492
1999	1.005689274
